allstr,str_num,num_string,allnum,disc_num,nomeaning_num,nomeaning_str,missing10,missing50,targetnum,targetstr
z,e,3471,209,1,1,T,1,,1,T
h,i,2323,368,9,1,T,1,,1,T
v,0,9098,132,10,1,T,1,,1,T
z,9,1474,2994,8,1,T,1,,1,T
b,6,5377,5094,7,1,T,1,,1,T
a,9,9124,1670,1,1,T,1,,1,T
l,1,7182,8462,6,1,T,1,,1,T
w,9,6340,6344,0,1,T,1,,1,T
v,q,8470,5535,7,1,T,1,,1,T
f,u,3174,7897,10,1,T,1,,1,T
p,6,6854,4881,10,1,T,1,,1,T
i,2,1483,9699,2,1,T,1,,1,T
g,8,574,2469,5,1,T,1,,1,T
o,8,1637,8784,4,1,T,1,,1,T
z,3,4797,9224,0,1,T,1,,1,T
u,i,1021,5044,5,1,T,1,,1,T
c,w,3834,3793,0,1,T,1,,1,T
u,0,6783,5520,7,1,T,1,,1,T
c,1,4504,5451,5,1,T,1,,1,T
d,i,3954,2106,10,1,T,1,,1,T
v,0,1104,3944,0,1,T,1,,1,T
v,i,9494,8458,8,1,T,1,,1,T
s,8,6117,3269,7,1,T,1,,1,T
c,p,7136,684,1,1,T,1,,1,T
l,p,8070,2199,9,1,T,1,,1,T
d,i,655,7936,3,1,T,1,,1,T
i,3,5482,3619,3,1,T,1,,1,T
z,2,3772,8737,4,1,T,1,,1,T
x,y,8708,7029,0,1,T,1,,1,T
p,3,4651,2907,2,1,T,1,,1,T
c,w,2012,8852,9,1,T,1,,1,T
d,5,1705,5443,6,1,T,1,,1,T
u,0,9584,168,6,1,T,1,,1,T
a,y,3575,7782,6,1,T,1,,1,T
b,2,1324,8315,3,1,T,1,,1,T
i,4,711,6080,3,1,T,0,1,0,F
u,i,9254,4269,0,1,T,0,1,0,F
t,p,3677,1768,9,1,T,0,1,0,F
g,4,4455,1773,6,1,T,0,1,0,F
j,i,6894,5809,8,1,T,0,1,0,F
l,1,2888,365,10,1,T,0,1,0,F
t,7,4693,348,5,1,T,0,1,0,F
o,3,4965,6324,5,1,T,0,1,0,F
x,1,2017,9580,9,1,T,0,1,0,F
m,4,6558,4274,0,1,T,0,1,0,F
m,e,3358,3678,6,1,T,0,1,0,F
d,6,5529,3620,7,1,T,0,1,0,F
h,i,2060,8236,0,1,T,0,1,0,F
v,5,7098,5271,2,1,T,0,1,0,F
a,p,1298,3926,4,1,T,0,1,0,F
m,o,4252,936,1,1,T,0,1,0,F
i,p,2835,9393,9,1,T,0,1,0,F
r,o,7180,5258,8,1,T,0,1,0,F
f,7,9857,3070,5,1,T,0,1,0,F
a,8,4387,7332,10,1,T,0,1,0,F
u,1,9473,9980,10,1,T,0,1,0,F
b,1,3842,6812,4,1,T,0,1,0,F
r,u,740,217,3,1,T,0,1,0,F
q,o,4343,3007,0,1,T,0,1,0,F
i,4,9998,1226,5,1,T,0,1,0,F
x,r,2156,3384,5,1,T,0,1,0,F
i,e,3443,4356,8,1,T,0,1,0,F
s,q,6700,8153,10,1,T,0,1,0,F
f,9,4453,5868,9,1,T,0,1,0,F
f,q,2491,3903,1,1,T,0,1,0,F
l,5,1720,7603,1,1,T,0,1,0,F
g,0,5839,1364,3,1,T,0,1,0,F
c,u,4758,3193,0,1,T,0,1,0,F
f,8,3271,5105,2,1,T,0,1,0,F
g,6,7224,4956,8,1,T,0,1,0,F
f,2,2928,487,10,1,T,0,1,0,F
r,q,5305,7854,10,1,T,0,1,0,F
b,p,3752,7170,0,1,T,0,1,0,F
w,5,2041,767,0,1,T,0,1,0,F
f,3,5052,1517,9,1,T,0,1,0,F
b,2,4682,1977,8,1,T,0,1,0,F
g,r,6991,3835,8,1,T,0,1,0,F
f,3,3563,6420,10,1,T,0,1,0,F
t,e,2063,2997,4,1,T,0,1,0,F
d,9,5756,4895,5,1,T,0,1,0,F
t,o,3378,8066,8,1,T,0,1,0,F
z,8,8410,5889,4,1,T,0,1,0,F
m,w,9375,2147,7,1,T,0,1,0,F
l,w,2876,6038,7,1,T,0,1,0,F
p,7,3681,8057,1,1,T,0,1,0,F
v,q,5736,1608,0,1,T,0,1,0,F
r,e,3992,7558,1,1,T,0,1,0,F
d,u,7585,4001,9,1,T,0,1,0,F
w,1,5190,9343,7,1,T,0,1,0,F
o,7,9555,9346,6,1,T,0,1,0,F
f,r,2955,7387,10,1,T,0,1,0,F
v,p,9999,2387,0,1,T,0,1,0,F
j,w,7297,9373,6,1,T,0,1,0,F
w,1,890,921,8,1,T,0,1,0,F
d,8,7397,9481,3,1,T,0,1,0,F
q,o,2831,2195,2,1,T,0,1,0,F
q,i,3808,7237,2,1,T,0,1,0,F
r,3,4161,5956,2,1,T,0,1,0,F
d,0,2463,3577,0,1,T,0,1,0,F
q,p,350,5417,6,1,T,0,1,0,F
b,5,2256,4939,1,1,T,0,1,0,F
n,t,1836,1890,7,1,T,0,1,0,F
m,7,2581,8909,9,1,T,0,1,0,F
d,7,555,408,6,1,T,0,1,0,F
q,o,9423,8676,3,1,T,0,1,0,F
e,0,8192,9778,2,1,T,0,1,0,F
l,4,7076,4860,3,1,T,0,1,0,F
s,0,7604,5077,3,1,T,0,1,0,F
p,2,7422,2453,8,1,T,0,1,0,F
y,4,5535,9067,7,1,T,0,1,0,F
g,e,2223,7738,5,1,T,0,1,0,F
c,p,3133,1410,10,1,T,0,1,0,F
h,t,1590,9025,6,1,T,0,1,0,F
w,7,7960,9679,7,1,T,0,1,0,F
a,p,2065,6224,4,1,T,0,1,0,F
y,0,4829,3321,8,1,T,0,1,0,F
s,p,4312,9475,2,1,T,0,1,0,F
j,t,6272,3521,8,1,T,0,1,0,F
g,p,8965,8182,3,1,T,0,1,0,F
k,y,1843,639,6,1,T,0,1,0,F
u,w,6516,1528,6,1,T,0,1,0,F
p,6,9269,2763,5,1,T,0,1,0,F
w,o,8174,9573,5,1,T,0,1,0,F
i,q,6749,718,6,1,T,0,1,0,F
c,q,6942,7297,7,1,T,0,1,0,F
k,3,8210,3212,6,1,T,0,1,0,F
x,3,1920,2741,8,1,T,0,1,0,F
f,3,9010,6121,7,1,T,0,1,0,F
l,5,7014,6302,1,1,T,0,1,0,F
k,u,9016,655,3,1,T,0,1,0,F
y,6,2036,9665,7,1,T,0,1,0,F
a,7,1994,3415,2,1,T,0,1,0,F
n,u,6310,7172,5,1,T,0,1,0,F
o,o,4433,7328,8,1,T,0,1,0,F
i,q,8873,6669,0,1,T,0,1,0,F
m,e,117,1524,9,1,T,0,1,0,F
n,w,3580,6490,7,1,T,0,1,0,F
m,y,9406,1042,0,1,T,0,1,0,F
w,i,2711,2922,3,1,T,0,1,0,F
i,u,9816,4218,6,1,T,0,1,0,F
h,4,3561,3038,5,1,T,0,1,0,F
l,7,1229,9745,1,1,T,0,1,0,F
v,i,1034,257,3,1,T,0,1,0,F
x,8,6255,7727,6,1,T,0,1,0,F
s,0,6841,3351,3,1,T,0,1,0,F
q,q,5922,8578,8,1,T,0,1,0,F
k,4,5905,145,0,1,T,0,1,0,F
s,t,4384,3804,10,1,T,0,1,0,F
h,4,3783,5683,8,1,T,0,1,0,F
u,e,4501,8337,0,1,T,0,1,0,F
s,4,2669,7129,6,1,T,0,1,0,F
o,q,7887,3263,5,1,T,0,1,0,F
d,6,3038,5713,1,1,T,0,1,0,F
p,8,413,6738,9,1,T,0,1,0,F
z,9,5880,1688,5,1,T,0,1,0,F
j,u,6103,1294,6,1,T,0,1,0,F
c,1,1706,9438,2,1,T,0,1,0,F
j,t,8808,7072,3,1,T,0,1,0,F
l,t,7485,1224,2,1,T,0,1,0,F
i,q,3023,2529,4,1,T,0,1,0,F
h,w,9540,8362,1,1,T,0,1,0,F
x,u,8821,9760,8,1,T,0,1,0,F
a,w,999,3040,3,1,T,0,1,0,F
b,o,8193,1151,10,1,T,0,1,0,F
h,2,7950,9289,9,1,T,0,1,0,F
h,0,8314,9824,8,1,T,0,1,0,F
u,0,1773,9653,5,1,T,0,1,0,F
z,i,3327,8542,9,1,T,0,1,0,F
j,e,4641,6871,9,1,T,0,1,0,F
l,4,6225,767,6,1,T,0,1,0,F
x,w,731,7280,9,1,T,0,1,0,F
b,4,1393,1404,8,1,T,0,1,0,F
w,8,5365,2322,4,1,T,0,1,0,F
o,o,1269,8619,3,1,T,0,1,0,F
g,u,9372,183,5,1,T,0,1,0,F
q,r,9072,5543,7,1,T,0,1,0,F
n,4,5985,8295,6,1,T,0,1,0,F
f,4,4204,6528,0,1,T,0,1,0,F
z,t,4272,1052,2,1,T,0,1,0,F
c,r,8528,7424,10,1,T,0,1,0,F
h,u,7454,637,2,1,T,0,1,0,F
i,1,471,5958,0,1,T,0,1,0,F
g,7,2073,4840,5,1,T,0,1,0,F
o,8,8519,3340,9,1,T,0,1,0,F
l,9,3649,438,0,1,T,0,1,0,F
q,4,7231,5206,1,1,T,0,1,0,F
b,y,6195,4774,0,1,T,0,1,0,F
z,y,2995,2127,0,1,T,0,1,0,F
l,q,7141,4975,1,1,T,0,1,0,F
x,r,7400,4637,8,1,T,0,1,0,F
s,r,1833,7856,5,1,T,0,1,0,F
g,q,6779,7815,6,1,T,0,1,0,F
p,u,2956,8914,1,1,T,0,1,0,F
m,q,4298,3711,1,1,T,0,1,0,F
f,5,8927,6585,3,1,T,0,1,0,F
u,9,4977,7625,4,1,T,0,1,0,F
u,q,9296,5651,5,1,T,0,1,0,F
t,r,1943,8080,4,1,T,0,1,0,F
o,i,9148,6491,4,1,T,0,1,0,F
j,2,7385,2081,0,1,T,0,1,0,F
j,y,198,6323,7,1,T,0,1,0,F
m,2,1169,6000,0,1,T,0,1,0,F
j,q,8264,2259,0,1,T,0,1,0,F
p,q,4759,3353,8,1,T,0,1,0,F
e,3,4455,3189,0,1,T,0,1,0,F
p,9,9195,9015,10,1,T,0,1,0,F
f,p,6279,921,5,1,T,0,1,0,F
n,t,5989,5033,2,1,T,0,1,0,F
w,w,8766,615,10,1,T,0,1,0,F
a,6,4267,4248,10,1,T,0,1,0,F
w,3,9649,492,4,1,T,0,1,0,F
l,2,7963,8023,4,1,T,0,1,0,F
o,9,7553,8056,8,1,T,0,1,0,F
m,2,4246,3826,9,1,T,0,1,0,F
k,3,303,9244,9,1,T,0,1,0,F
d,8,4194,1979,2,1,T,0,1,0,F
g,5,6972,2382,2,1,T,0,1,0,F
n,6,7169,9258,0,1,T,0,1,0,F
i,0,1054,1385,1,1,T,0,1,0,F
c,1,1063,7955,0,1,T,0,1,0,F
o,3,8066,9841,4,1,T,0,1,0,F
p,0,7224,6962,4,1,T,0,1,0,F
d,5,6662,7436,1,1,T,0,1,0,F
l,5,7649,6248,0,1,T,0,1,0,F
p,3,9907,5245,4,1,T,0,1,0,F
j,y,2366,1299,0,1,T,0,1,0,F
c,2,3790,2021,2,1,T,0,1,0,F
d,q,8185,2460,5,1,T,0,1,0,F
e,2,6134,8999,0,1,T,0,1,0,F
w,w,2763,4569,5,1,T,0,1,0,F
b,4,1512,6009,4,1,T,0,1,0,F
o,q,251,2240,7,1,T,0,1,0,F
q,q,7063,8064,3,1,T,0,1,0,F
o,8,9081,393,6,1,T,0,1,0,F
f,o,7781,3348,8,1,T,0,1,0,F
p,q,656,7911,5,1,T,0,1,0,F
z,6,6452,1887,8,1,T,0,1,0,F
m,1,4623,9214,4,1,T,0,1,0,F
s,4,3236,2600,1,1,T,0,1,0,F
q,5,5416,9683,2,1,T,0,1,0,F
t,i,1247,2094,6,1,T,0,1,0,F
q,y,1294,8883,7,1,T,0,1,0,F
u,3,5834,893,3,1,T,0,1,0,F
g,q,8429,3954,0,1,T,0,1,0,F
w,5,339,4400,8,1,T,0,1,0,F
n,9,701,721,4,1,T,0,1,0,F
e,3,8346,8529,1,1,T,0,1,0,F
o,6,5244,3384,7,1,T,0,1,0,F
p,0,5733,1838,9,1,T,0,1,0,F
r,2,7093,9928,3,1,T,0,1,0,F
u,6,2817,7439,9,1,T,0,1,0,F
g,9,6728,5097,10,1,T,0,1,0,F
b,e,6323,7768,1,1,T,0,1,0,F
f,8,5736,5665,10,1,T,0,1,0,F
x,w,60,9929,8,1,T,0,1,0,F
w,3,4344,6607,2,1,T,0,1,0,F
s,w,7433,6304,9,1,T,0,1,0,F
q,u,2233,5556,6,1,T,0,1,0,F
o,o,6598,6497,7,1,T,0,1,0,F
g,0,8285,2808,9,1,T,0,1,0,F
r,p,6956,776,1,1,T,0,1,0,F
f,1,6006,5573,6,1,T,0,1,0,F
i,1,5460,258,2,1,T,0,1,0,F
f,u,3418,4860,7,1,T,0,1,0,F
n,q,1717,3192,8,1,T,0,1,0,F
w,p,7747,4864,9,1,T,0,1,0,F
y,4,3096,6418,9,1,T,0,1,0,F
v,w,8736,3113,9,1,T,0,1,0,F
w,2,1065,1501,3,1,T,0,1,0,F
a,4,6424,2478,9,1,T,0,1,0,F
z,t,4251,1074,0,1,T,0,1,0,F
b,5,3439,114,2,1,T,0,1,0,F
u,r,4907,9864,6,1,T,0,1,0,F
o,4,6462,2490,3,1,T,0,1,0,F
y,6,9460,9903,9,1,T,0,1,0,F
j,2,4095,8751,10,1,T,0,1,0,F
z,2,8124,2012,10,1,T,0,1,0,F
s,0,8367,3115,2,1,T,0,1,0,F
m,7,4279,6289,6,1,T,0,1,0,F
t,t,3770,4001,6,1,T,0,1,0,F
y,t,5262,2839,8,1,T,0,1,0,F
f,o,5211,807,4,1,T,0,1,0,F
s,i,6333,6097,10,1,T,0,1,0,F
p,u,7307,1231,7,1,T,0,1,0,F
p,0,4426,4489,1,1,T,0,1,0,F
l,u,8700,7331,2,1,T,0,1,0,F
q,p,9181,5514,3,1,T,0,1,0,F
w,i,8120,7630,6,1,T,0,1,0,F
f,y,3226,6878,8,1,T,0,1,0,F
e,w,7599,5083,2,1,T,0,1,0,F
a,1,2550,4110,8,1,T,0,1,0,F
m,w,4131,8848,2,1,T,0,1,0,F
u,i,6950,2400,4,1,T,0,1,0,F
s,t,7712,3376,9,1,T,0,1,0,F
w,0,2601,5403,3,1,T,0,1,0,F
l,r,8368,5241,0,1,T,0,1,0,F
x,2,4009,3609,9,1,T,0,1,0,F
s,t,5948,6162,3,1,T,0,1,0,F
w,t,7535,5258,10,1,T,0,1,0,F
e,3,4170,6817,8,1,T,0,1,0,F
l,4,5354,4514,2,1,T,0,1,0,F
d,1,9635,3063,10,1,T,0,1,0,F
x,t,2609,7346,10,1,T,0,1,0,F
x,5,7633,6462,7,1,T,0,1,0,F
l,3,8512,723,4,1,T,0,1,0,F
j,u,8388,4611,10,1,T,0,1,0,F
b,e,1752,684,9,1,T,0,1,0,F
f,0,9080,6864,3,1,T,0,1,0,F
q,w,1864,4300,2,1,T,0,1,0,F
m,y,1260,1276,0,1,T,0,1,0,F
y,t,7591,3525,5,1,T,0,1,0,F
o,p,8475,9356,8,1,T,0,1,0,F
b,8,8560,8599,8,1,T,0,1,0,F
w,6,9706,2554,8,1,T,0,1,0,F
u,7,4658,3379,9,1,T,0,1,0,F
d,9,9302,7412,3,1,T,0,1,0,F
d,w,2190,3889,6,1,T,0,1,0,F
b,u,7967,6944,4,1,T,0,1,0,F
t,y,9080,1075,3,1,T,0,1,0,F
u,q,3283,8864,6,1,T,0,1,0,F
i,i,175,9235,3,1,T,0,1,0,F
d,6,2044,8105,4,1,T,0,1,0,F
w,7,1998,2319,1,1,T,0,1,0,F
s,u,733,155,7,1,T,0,1,0,F
y,3,34,8807,10,1,T,0,1,0,F
e,0,3337,7903,10,1,T,0,1,0,F
q,0,2485,9358,4,1,T,0,1,0,F
q,e,1394,440,0,1,T,0,1,0,F
l,2,9625,2581,6,1,T,0,1,0,F
p,u,4499,2511,1,1,T,0,1,0,F
u,w,9287,4690,7,1,T,0,1,0,F
q,2,2616,1255,2,1,T,0,1,0,F
t,q,3658,9978,9,1,T,0,1,0,F
y,4,5006,9500,2,1,T,0,1,0,F
l,i,9712,4670,2,1,T,0,1,0,F
k,t,7529,9061,0,1,T,0,1,0,F
e,2,1657,7390,6,1,T,0,1,0,F
i,1,3083,5020,1,1,T,0,1,0,F
z,r,4509,8839,3,1,T,0,1,0,F
m,u,5628,3364,0,1,T,0,1,0,F
q,q,4789,9805,3,1,T,0,1,0,F
e,p,647,4602,7,1,T,0,1,0,F
c,6,9073,9736,8,1,T,0,1,0,F
v,e,8967,7903,2,1,T,0,1,0,F
s,5,2339,704,2,1,T,0,1,0,F
l,6,2427,1713,10,1,T,0,1,0,F
v,p,9792,6285,4,1,T,0,1,0,F
p,y,4286,9717,9,1,T,0,1,0,F
k,9,8949,6533,3,1,T,0,1,0,F
k,2,5645,918,1,1,T,0,1,0,F
m,8,6459,7190,6,1,T,0,1,0,F
s,0,4543,8021,0,1,T,0,1,0,F
y,3,7837,9024,9,1,T,0,1,0,F
d,p,3590,7002,8,1,T,0,1,0,F
t,8,1944,529,0,1,T,0,1,0,F
r,1,6931,1242,1,1,T,0,1,0,F
i,o,4313,3363,4,1,T,0,1,0,F
t,8,5049,1611,1,1,T,0,1,0,F
v,8,220,8666,2,1,T,0,1,0,F
f,p,8139,66,8,1,T,0,1,0,F
c,6,926,7540,9,1,T,0,1,0,F
i,w,8267,9709,0,1,T,0,1,0,F
n,q,5261,9867,8,1,T,0,1,0,F
z,q,5001,4500,8,1,T,0,1,0,F
h,e,5744,5856,4,1,T,0,1,0,F
d,3,7811,6879,10,1,T,0,1,0,F
h,6,2813,6829,10,1,T,0,1,0,F
y,1,3229,2099,1,1,T,0,1,0,F
e,6,8081,2409,7,1,T,0,1,0,F
y,0,2123,3750,5,1,T,0,1,0,F
e,u,1495,6954,6,1,T,0,1,0,F
x,6,7578,5966,7,1,T,0,1,0,F
p,i,5752,8940,4,1,T,0,1,0,F
g,1,5430,6488,6,1,T,0,1,0,F
f,i,9590,4818,8,1,T,0,1,0,F
z,3,3741,9300,9,1,T,0,1,0,F
s,0,3829,6239,6,1,T,0,1,0,F
s,6,8911,1908,3,1,T,0,1,0,F
a,p,1464,5618,1,1,T,0,1,0,F
a,0,6002,7692,5,1,T,0,1,0,F
m,q,4090,58,2,1,T,0,1,0,F
g,2,3122,9222,5,1,T,0,1,0,F
l,e,9268,6764,4,1,T,0,1,0,F
i,5,5089,5697,5,1,T,0,1,0,F
h,u,5502,2138,5,1,T,0,1,0,F
p,5,8456,470,1,1,T,0,1,0,F
i,4,1298,8171,3,1,T,0,1,0,F
j,p,3855,1081,10,1,T,0,1,0,F
g,4,7467,7103,6,1,T,0,1,0,F
k,o,5547,4188,3,1,T,0,1,0,F
r,w,9794,460,0,1,T,0,1,0,F
b,q,2548,7882,1,1,T,0,1,0,F
h,r,6848,2657,4,1,T,0,1,0,F
r,y,5294,2022,9,1,T,0,1,0,F
g,3,4271,464,9,1,T,0,1,0,F
d,o,7155,4832,4,1,T,0,1,0,F
b,9,1741,523,8,1,T,0,1,0,F
w,q,2430,3955,8,1,T,0,1,0,F
p,w,1710,373,5,1,T,0,1,0,F
h,6,3754,4495,3,1,T,0,1,0,F
n,q,4123,8166,4,1,T,0,1,0,F
p,7,9667,6353,6,1,T,0,1,0,F
d,y,9250,1970,5,1,T,0,1,0,F
q,7,3654,736,7,1,T,0,1,0,F
a,o,683,570,2,1,T,0,1,0,F
t,2,7025,228,7,1,T,0,1,0,F
s,0,6488,4621,10,1,T,0,1,0,F
w,t,2638,140,6,1,T,0,1,0,F
p,t,5503,6791,10,1,T,0,1,0,F
a,y,1512,8595,1,1,T,0,1,0,F
e,5,8997,5817,6,1,T,0,1,0,F
g,p,1768,7430,7,1,T,0,1,0,F
a,w,4962,8985,6,1,T,0,1,0,F
d,5,4808,4325,2,1,T,0,1,0,F
e,4,1117,2678,5,1,T,0,1,0,F
p,u,6048,110,8,1,T,0,1,0,F
r,u,3600,9597,8,1,T,0,1,0,F
h,i,8117,8109,8,1,T,0,1,0,F
y,7,1346,2563,3,1,T,0,1,0,F
b,t,6850,6179,10,1,T,0,1,0,F
x,q,2846,8652,3,1,T,0,1,0,F
f,u,7919,9791,3,1,T,0,1,0,F
c,o,4366,282,6,1,T,0,1,0,F
d,t,5610,8535,8,1,T,0,1,0,F
h,i,1003,7875,0,1,T,0,1,0,F
j,t,4109,3129,6,1,T,0,1,0,F
u,q,3981,6927,10,1,T,0,1,0,F
l,8,7212,7148,6,1,T,0,1,0,F
l,t,742,2719,2,1,T,0,1,0,F
n,i,4124,4864,5,1,T,0,1,0,F
e,t,3729,7227,4,1,T,0,1,0,F
m,p,3612,4931,5,1,T,0,1,0,F
w,y,4385,5578,5,1,T,0,1,0,F
a,2,8028,9864,8,1,T,0,1,0,F
e,6,8526,5535,4,1,T,0,1,0,F
o,o,4650,5032,9,1,T,0,1,0,F
a,e,8982,4644,9,1,T,0,1,0,F
r,0,2456,5412,6,1,T,0,1,0,F
b,8,7196,3274,4,1,T,0,1,0,F
m,2,1833,3214,0,1,T,0,1,0,F
p,y,8713,7929,7,1,T,0,1,0,F
r,0,3020,2010,5,1,T,0,1,0,F
s,w,677,6970,10,1,T,0,1,0,F
h,4,8230,9677,9,1,T,0,1,0,F
c,t,4163,75,1,1,T,0,1,0,F
g,8,4341,2891,0,1,T,0,1,0,F
z,r,4222,9894,4,1,T,0,1,0,F
m,0,9946,3371,5,1,T,0,1,0,F
m,w,147,6093,3,1,T,0,1,0,F
m,7,4041,2016,6,1,T,0,1,0,F
y,w,4401,1990,5,1,T,0,1,0,F
y,2,1667,6154,7,1,T,0,1,0,F
b,q,2215,8702,7,1,T,0,1,0,F
n,5,3640,4239,2,1,T,0,1,0,F
d,8,4960,4850,9,1,T,0,1,0,F
w,7,1673,9767,9,1,T,0,1,0,F
z,5,4071,580,5,1,T,0,1,0,F
d,t,4976,3766,8,1,T,0,1,0,F
s,p,3896,4158,10,1,T,0,1,0,F
q,9,4532,5181,10,1,T,0,1,0,F
k,e,8323,3072,9,1,T,0,1,0,F
l,q,7290,8101,1,1,T,0,1,0,F
v,y,9988,1358,1,1,T,0,1,0,F
p,7,8135,3324,1,1,T,0,1,0,F
p,r,6460,3804,2,1,T,0,1,0,F
l,2,4688,4979,9,1,T,0,1,0,F
p,2,2913,106,7,1,T,0,1,0,F
u,0,1744,7257,10,1,T,0,1,0,F
j,9,1013,8585,3,1,T,0,1,0,F
i,6,706,430,8,1,T,0,1,0,F
k,r,553,9004,1,1,T,0,1,0,F
e,o,3478,4769,3,1,T,0,1,0,F
v,5,4509,4522,7,1,T,0,1,0,F
d,w,1721,7462,0,1,T,0,1,0,F
x,p,9835,508,8,1,T,0,1,0,F
h,5,7465,2081,2,1,T,0,1,0,F
a,o,8500,3916,10,1,T,0,1,0,F
a,4,9267,1859,0,1,T,0,1,0,F
f,5,7912,4273,7,1,T,0,1,0,F
l,p,636,2565,1,1,T,0,1,0,F
u,q,6903,9151,3,1,T,0,1,0,F
f,t,4979,6647,0,1,T,0,1,0,F
y,4,1536,9872,5,1,T,0,1,0,F
a,y,3584,1439,7,1,T,0,1,0,F
o,9,2023,8292,6,1,T,0,1,0,F
w,2,9816,5138,4,1,T,0,1,0,F
q,w,2297,4149,3,1,T,0,1,0,F
s,w,3284,7121,6,1,T,0,1,0,F
n,e,563,2441,1,1,T,0,1,0,F
r,5,40,1988,7,1,T,0,1,0,F
h,t,8067,9399,7,1,T,0,1,0,F
a,8,9417,8898,4,1,T,0,1,0,F
j,0,9511,6839,2,1,T,0,1,0,F
g,p,806,8621,3,1,T,0,1,0,F
q,0,2722,903,6,1,T,0,1,0,F
o,p,929,95,10,1,T,0,1,0,F
r,y,9343,1961,2,1,T,0,1,0,F
o,i,5124,5433,2,1,T,0,1,0,F
e,o,5533,2081,7,1,T,0,1,0,F
d,3,9729,4380,6,1,T,0,1,0,F
z,0,746,9479,8,1,T,0,1,0,F
h,o,7358,2179,1,1,T,0,1,0,F
v,8,7488,1299,8,1,T,0,1,0,F
h,w,4268,8473,1,1,T,0,1,0,F
k,0,8932,8386,8,1,T,0,1,0,F
s,0,5777,3153,4,1,T,0,1,0,F
y,4,3069,2271,8,1,T,0,1,0,F
h,e,5730,8082,1,1,T,0,1,0,F
c,7,9187,3288,5,1,T,0,1,0,F
o,2,409,4482,3,1,T,0,1,0,F
a,8,8031,3213,5,1,T,0,1,0,F
z,8,1663,1962,1,1,T,0,1,0,F
s,5,7565,3152,5,1,T,0,1,0,F
d,t,3367,6327,9,1,T,0,1,0,F
n,8,9600,1083,9,1,T,0,1,0,F
g,8,1512,8608,7,1,T,0,1,0,F
o,1,7991,9291,1,1,T,0,1,0,F
o,8,9379,2831,8,1,T,0,1,0,F
a,1,7136,4369,7,1,T,0,1,0,F
i,2,3300,8688,2,1,T,0,1,0,F
e,2,173,9623,4,1,T,0,1,0,F
e,1,2724,6011,3,1,T,0,1,0,F
l,u,6947,256,2,1,T,0,1,0,F
z,r,388,829,0,1,T,0,1,0,F
p,7,7555,1617,1,1,T,0,1,0,F
d,4,6549,5176,9,1,T,0,1,0,F
x,1,7322,9120,3,1,T,0,1,0,F
z,i,4173,2896,8,1,T,0,1,0,F
i,o,6120,7967,0,1,T,0,1,0,F
j,p,2518,186,4,1,T,0,1,0,F
c,8,1391,4238,0,1,T,0,1,0,F
v,i,3131,9569,9,1,T,0,1,0,F
n,3,2117,9458,7,1,T,0,1,0,F
n,7,2751,6028,10,1,T,0,1,0,F
y,o,4418,8404,5,1,T,0,1,0,F
q,e,6211,5381,1,1,T,0,1,0,F
x,2,4696,4000,7,1,T,0,1,0,F
u,y,2250,5271,5,1,T,0,1,0,F
b,o,1128,3550,4,1,T,0,1,0,F
v,1,5187,8588,6,1,T,0,1,0,F
t,u,2450,2800,3,1,T,0,1,0,F
v,o,7653,3209,2,1,T,0,1,0,F
u,9,6920,2162,4,1,T,0,1,0,F
y,q,2307,5982,10,1,T,0,1,0,F
e,9,6249,2028,4,1,T,0,1,0,F
s,e,4476,8782,0,1,T,0,1,0,F
x,p,673,6244,2,1,T,0,1,0,F
w,y,7283,8583,10,1,T,0,1,0,F
o,0,5758,42,0,1,T,0,1,0,F
c,r,1149,4617,7,1,T,0,1,0,F
e,0,6961,3144,1,1,T,0,1,0,F
c,r,6867,9546,5,1,T,0,1,0,F
u,w,1055,1203,10,1,T,0,1,0,F
b,8,2023,3629,8,1,T,0,1,0,F
i,y,8778,7674,3,1,T,0,1,0,F
j,i,1499,6834,0,1,T,0,1,0,F
y,p,9180,6110,4,1,T,0,1,0,F
t,2,9297,7104,6,1,T,0,1,0,F
s,o,4846,9200,4,1,T,0,1,0,F
h,y,3727,4003,6,1,T,0,1,0,F
c,0,450,4120,10,1,T,0,1,0,F
f,i,6842,8147,5,1,T,0,1,0,F
w,t,4852,3174,8,1,T,0,1,0,F
k,u,7501,9042,0,1,T,0,1,0,F
f,o,7907,1578,6,1,T,0,1,0,F
e,r,7605,7986,2,1,T,0,1,0,F
p,9,647,7539,4,1,T,0,1,0,F
q,t,7785,7959,0,1,T,0,1,0,F
h,p,9005,2621,2,1,T,0,1,0,F
u,w,1442,2865,8,1,T,0,1,0,F
d,p,1781,8976,0,1,T,0,1,0,F
c,o,58,2042,5,1,T,0,1,0,F
w,o,9273,7358,3,1,T,0,1,0,F
t,q,8394,9192,5,1,T,0,1,0,F
l,p,6784,1096,10,1,T,0,1,0,F
r,p,8711,7238,4,1,T,0,1,0,F
f,4,3222,4080,4,1,T,0,1,0,F
a,i,808,7274,6,1,T,0,1,0,F
b,4,6761,9060,8,1,T,0,1,0,F
n,t,4931,1907,7,1,T,0,1,0,F
y,5,9320,8979,8,1,T,0,1,0,F
i,y,4631,9961,10,1,T,0,1,0,F
p,r,2491,9673,4,1,T,0,1,0,F
f,q,8805,3020,5,1,T,0,1,0,F
p,0,2186,1911,8,1,T,0,1,0,F
n,8,4388,8909,2,1,T,0,1,0,F
a,w,421,3607,0,1,T,0,1,0,F
